term	oddsratio	pvalue	qvalue	zscore	combined_score	shared	n_shared
TRADD	72.72727272727273	3.672519900061991e-06	9.082424214384077e-05	-3.4161914700599065	42.75238083243007	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
FCGR2A	75.0	5.146542064242484e-05	0.000270140942637381	-4.294369789232576	42.405185722889826	['Pseudomonas', 'Salmonella', 'Azomonas']	3
SOCS1	23.076923076923077	0.0010124816038161106	0.0024943512308573143	-6.134753394240243	42.301277511370024	['Salmonella', 'Borrelia', 'Sodalis']	3
TSLP	42.10526315789474	2.2379446866112968e-05	0.0001765642249682287	-3.923196816945638	42.007110372141405	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
C5AR1	75.0	5.146542064242484e-05	0.000270140942637381	-3.9993553112928972	39.49203563522374	['Pseudomonas', 'Salmonella', 'Sodalis']	3
SPARC	36.36363636363637	0.003051761030059712	0.005504298295451317	-6.638428934521368	38.45002247951636	['Salmonella', 'Sodalis']	2
A2M	200.0	6.99757097240936e-09	8.998876270518438e-06	-2.036687361210306	38.24430986766913	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
CXCL6	41.666666666666664	2.7809536403674015e-06	7.609162513856337e-05	-2.9103066205332855	37.23072796977929	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
TNFSF13B	71.42857142857143	2.977172150704919e-07	6.262868378694854e-05	-2.3943160443704365	35.97967869162161	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
CLDN4	60.0	8.802957073111251e-05	0.0003760997606651518	-3.8062929969886716	35.542546506766996	['Pseudomonas', 'Azomonas', 'Sodalis']	3
FANCD2	100.0	2.6551814345673096e-05	0.00018423823605874808	-3.30889527769838	34.863885484641145	['Pseudomonas', 'Azomonas', 'Sodalis']	3
BCL2L1	34.78260869565217	4.2997740744038606e-05	0.00025248901642389794	-3.374061163850151	33.924035673211236	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
IL10	9.00900900900901	0.0017966611218409331	0.0035933222436818663	-5.296930784857088	33.486270883366124	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
CALCA	85.71428571428571	3.767928945172861e-05	0.00022749092129071825	-3.2828928679788025	33.44085979834108	['Pseudomonas', 'Azomonas', 'Borrelia']	3
FOLH1	160.0	3.554224873151019e-07	6.262868378694854e-05	-2.2439021992705537	33.32185487374841	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
STAT1	20.833333333333332	5.445788027371852e-05	0.00028353374102025106	-3.342892020053827	32.82079129321458	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
DCD	100.0	1.3636105334638875e-06	6.262868378694854e-05	-2.395000961598959	32.345385086613476	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
INHA	53.333333333333336	1.0106452106762422e-05	0.00013128179201309572	-2.800474989777819	32.212005736017474	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
ERBB2	32.0	5.729640175783946e-05	0.0002878248932053967	-3.2130886955258173	31.383113603757295	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
STAT2	54.54545454545455	0.00011129733488678356	0.00043241200200726184	-3.395537615742553	30.91061538793943	['Salmonella', 'Borrelia', 'Sodalis']	3
HPRT1	42.857142857142854	0.00020383374630290793	0.0006755932931586072	-3.610569230713783	30.68336061421431	['Salmonella', 'Borrelia', 'Sodalis']	3
SP1	28.571428571428573	0.046571080152056916	0.06098819661460814	-9.91664479571206	30.41212358031307	['Azomonas']	1
CHI3L1	66.66666666666667	4.858395677339774e-06	9.188083589792573e-05	-2.421186083580026	29.622733020755792	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CASP2	100.0	2.6551814345673096e-05	0.00018423823605874808	-2.7212142685770435	28.671835968418208	['Salmonella', 'Borrelia', 'Sodalis']	3
CFB	10.126582278481013	0.0029564994459175056	0.005439282242417615	-4.915208767629234	28.624943767856323	['Pseudomonas', 'Azomonas', 'Sodalis', 'Borrelia']	4
C4B	31.25	9.510938830105581e-06	0.00013128179201309572	-2.4751277881951737	28.62007083937163	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
CXCL12	41.666666666666664	2.7809536403674015e-06	7.609162513856337e-05	-2.1952985432025476	28.083832231893872	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
TSPO	40.0	0.0025958023440091583	0.004789385673451618	-4.714512847930108	28.06954768132572	['Azomonas', 'Sodalis']	2
UGT1A1	50.0	0.001788517950670151	0.0035826076083517355	-4.389094455835337	27.767026550211266	['Salmonella', 'Sodalis']	2
CRKL	66.66666666666667	0.0011246172397418454	0.002568841510316187	-4.063665693396779	27.593560085998753	['Salmonella', 'Sodalis']	2
FABP4	14.285714285714286	0.08525578901603419	0.10227513495766788	-11.184477668916765	27.53729417845459	['Azomonas']	1
CYP17A1	114.28571428571429	9.162729432053078e-07	6.262868378694854e-05	-1.9691485504919004	27.376976879886865	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
UCP1	40.0	0.03516993593983473	0.050534678903494376	-8.105252154640382	27.132847518903798	['Sodalis']	1
SP3	33.333333333333336	0.003541838312588534	0.006163469648158125	-4.7903512527949035	27.03247613261176	['Pseudomonas', 'Azomonas']	2
IFNGR1	66.66666666666667	0.0011246172397418454	0.002568841510316187	-3.9602721897730366	26.891485882557358	['Salmonella', 'Sodalis']	2
CASP1	15.151515151515152	0.0002117746173067095	0.0006983132252728934	-3.1772450269779293	26.879454720982398	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
CCL17	31.57894736842105	0.0004466816828359349	0.0012542197470022103	-3.4782774891305284	26.830265018489442	['Pseudomonas', 'Azomonas', 'Sodalis']	3
XPA	80.0	0.0008479178507379393	0.002125579641421033	-3.78145710562503	26.74521301776623	['Salmonella', 'Sodalis']	2
COCH	33.333333333333336	0.003541838312588534	0.006163469648158125	-4.72257595352017	26.650012704913028	['Pseudomonas', 'Azomonas']	2
STAT4	46.15384615384615	0.00016897549470026185	0.000582580391915648	-3.034460329256379	26.35658460706119	['Salmonella', 'Azomonas', 'Sodalis']	3
GBP1	46.15384615384615	0.00016897549470026185	0.000582580391915648	-2.9817429376114912	25.898694161186565	['Salmonella', 'Borrelia', 'Sodalis']	3
CD27	42.10526315789474	2.2379446866112968e-05	0.0001765642249682287	-2.416238366821393	25.87155233254141	['Pseudomonas', 'Salmonella', 'Borrelia', 'Sodalis']	4
CFTR	20.0	0.0002919101419554417	0.0008853689682893821	-3.1727408702009154	25.82314269883918	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CX3CR1	33.333333333333336	0.00038831126193616993	0.0011072467468955978	-3.2863324544642083	25.809880103200488	['Pseudomonas', 'Salmonella', 'Sodalis']	3
ATM	25.0	0.00013464399252621084	0.0005034837129819678	-2.874663283113151	25.621518405156312	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CDC25A	80.0	0.0008479178507379393	0.002125579641421033	-3.621788836373665	25.615922970563652	['Salmonella', 'Sodalis']	2
GATA3	23.076923076923077	0.0010124816038161106	0.0024943512308573143	-3.7143302380026717	25.61161045432417	['Salmonella', 'Azomonas', 'Sodalis']	3
CXCL2	26.31578947368421	1.9926543734128223e-05	0.0001697055314045622	-2.3285844918296883	25.203336118539966	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
SP9	12.5	0.095970126238325	0.11385385824952578	-10.576377259639841	24.78804915280106	['Pseudomonas']	1
CYP1A2	53.333333333333336	1.0106452106762422e-05	0.00013128179201309572	-2.1526189909150144	24.760148023430773	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
ADM	75.0	5.146542064242484e-05	0.000270140942637381	-2.5067034132413566	24.752694576332093	['Pseudomonas', 'Azomonas', 'Sodalis']	3
CYP24A1	80.0	2.7144354936520054e-06	7.609162513856337e-05	-1.9301773790518175	24.738941690960583	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
GMPS	37.5	0.00028665828308085435	0.0008714953948982947	-2.9886110906771584	24.378757273115202	['Pseudomonas', 'Azomonas', 'Sodalis']	3
CASP6	31.57894736842105	0.0004466816828359349	0.0012542197470022103	-3.1468067327069686	24.273410866250316	['Pseudomonas', 'Borrelia', 'Sodalis']	3
GSDMD	44.44444444444444	0.0021745296240096457	0.004142881624409488	-3.9502041099986607	24.218475852227986	['Salmonella', 'Sodalis']	2
ARSD	66.66666666666667	4.858395677339774e-06	9.188083589792573e-05	-1.9660608539332294	24.054365822435237	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
IAPP	57.142857142857146	0.0014383502184264667	0.003077734410809378	-3.663492938337991	23.97484481546679	['Borrelia', 'Sodalis']	2
CCL21	30.303030303030305	1.0856103706120545e-05	0.00013960949366071022	-2.091626117409437	23.908924437991892	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
HLA-G	44.44444444444444	0.0021745296240096457	0.004142881624409488	-3.8950280188280315	23.88019438766927	['Pseudomonas', 'Azomonas']	2
SLC11A1	38.095238095238095	3.147729950666069e-05	0.00020973993350034012	-2.267656118642864	23.50707645822044	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CCL11	25.806451612903224	0.00012060559438330156	0.00046023381120749495	-2.600955571186135	23.468382810117955	['Pseudomonas', 'Azomonas', 'Sodalis', 'Borrelia']	4
FAS	22.857142857142858	0.00018373827785087577	0.0006267570963295126	-2.7006042914093076	23.230593296595504	['Pseudomonas', 'Azomonas', 'Sodalis', 'Borrelia']	4
ERBB4	120.0	1.7819683726220423e-05	0.00016189636100199696	-2.093082198481252	22.888286866294745	['Pseudomonas', 'Azomonas', 'Sodalis']	3
DEFB4A	18.6046511627907	0.0003749117673124804	0.0010982608946784734	-2.8969186841192998	22.85326960997629	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CCR7	27.77777777777778	1.5787035139885813e-05	0.00016189636100199696	-2.064404911006826	22.824724434356042	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
ALOX15	100.0	2.6551814345673096e-05	0.00018423823605874808	-2.1246580608606	22.386273698993694	['Pseudomonas', 'Salmonella', 'Azomonas']	3
STAT6	43.47826086956522	2.32200758603793e-06	7.465254389111944e-05	-1.6981140448412568	22.029766648885126	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
FMR1	120.0	1.7819683726220423e-05	0.00016189636100199696	-2.013169697694172	22.01442713754407	['Pseudomonas', 'Azomonas', 'Sodalis']	3
C1S	52.63157894736842	1.0406317918289203e-06	6.262868378694854e-05	-1.567983623697789	21.60004462345821	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
ANXA2	52.63157894736842	1.0406317918289203e-06	6.262868378694854e-05	-1.5663525606399726	21.577575616575714	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
EGR1	36.36363636363637	3.6912800683618665e-05	0.00022749092129071825	-2.0874191280716254	21.306187188698605	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
HPR	12.244897959183673	0.005283722139967257	0.008700213408448005	-4.062517975455363	21.300287442974273	['Pseudomonas', 'Azomonas', 'Sodalis']	3
ATF3	57.142857142857146	8.041455287458857e-06	0.00012166248823143636	-1.8027584561606556	21.14798004816384	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
RAG1	28.571428571428573	1.3983822312840616e-05	0.0001591433229585224	-1.8836432536884729	21.05462862455665	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
IL21	50.0	0.001788517950670151	0.0035826076083517355	-3.320656573453896	21.007695361087734	['Salmonella', 'Sodalis']	2
TCF3	54.54545454545455	0.00011129733488678356	0.00043241200200726184	-2.3045502285181043	20.979024183283276	['Pseudomonas', 'Salmonella', 'Azomonas']	3
CASP3	9.345794392523365	0.001552343855842814	0.003310637145296615	-3.235061283546178	20.92434184821961	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
IL17C	66.66666666666667	0.0011246172397418454	0.002568841510316187	-3.0677978426071113	20.83130613800992	['Pseudomonas', 'Azomonas']	2
CD1C	54.54545454545455	0.00011129733488678356	0.00043241200200726184	-2.2863737901368038	20.813558516426248	['Salmonella', 'Borrelia', 'Sodalis']	3
APOB	38.46153846153846	3.908973014293823e-06	9.139889629785195e-05	-1.6702016940914441	20.797745453080072	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
DBH	57.142857142857146	0.0014383502184264667	0.003077734410809378	-3.1552799435544254	20.648967602593746	['Salmonella', 'Sodalis']	2
FYN	37.5	0.00028665828308085435	0.0008714953948982947	-2.526718963725124	20.611001714537256	['Pseudomonas', 'Azomonas', 'Sodalis']	3
IL13	25.641025641025642	2.2285669401760393e-05	0.0001765642249682287	-1.9146345091201538	20.508735276975912	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
VKORC1	25.0	0.0522126713937607	0.06661259465513518	-6.931844879557638	20.465787239031428	['Salmonella']	1
CCL22	47.61904761904762	1.5820430333918245e-06	6.56292690626415e-05	-1.5209400226974115	20.314881789430878	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
CXCR2	25.641025641025642	2.2285669401760393e-05	0.0001765642249682287	-1.889213748881322	20.236439107762262	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
GNAS	85.71428571428571	3.767928945172861e-05	0.00022749092129071825	-1.9701146825635305	20.0683761352293	['Pseudomonas', 'Salmonella', 'Azomonas']	3
IPP	13.114754098360656	0.0012433854384070696	0.0028350951662969707	-2.9413004904237674	19.67705740983145	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
HTRA1	40.0	0.03516993593983473	0.050534678903494376	-5.820739893976301	19.485297308121375	['Borrelia']	1
FADD	29.41176470588235	1.2343682645806458e-05	0.00014392535484514837	-1.717378723671087	19.4104431573064	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
FCN2	50.0	0.00013820353863346397	0.0005034837129819678	-2.1658025633730627	19.247017492061964	['Pseudomonas', 'Salmonella', 'Azomonas']	3
ADA	88.88888888888889	1.954201615298398e-06	6.613429677036158e-05	-1.4269415407875512	18.757901161518777	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CXCR1	50.0	1.2534712086047138e-05	0.00014392535484514837	-1.647277743675122	18.59283838136299	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CDH1	40.0	0.0025958023440091583	0.004789385673451618	-3.1205506457702734	18.579320487353776	['Pseudomonas', 'Azomonas']	2
CXCL8	22.22222222222222	4.126614122045985e-05	0.0002456863778218119	-1.8255843157259322	18.430128441261196	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
ID1	44.44444444444444	0.0021745296240096457	0.004142881624409488	-2.982004433896847	18.2824989196804	['Pseudomonas', 'Azomonas']	2
GP2	21.05263157894737	0.00024437814882366304	0.0007702703416353693	-2.1837800446485667	18.16204820944675	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
HBB	22.22222222222222	0.007167966160847562	0.011522505603562456	-3.675259887913161	18.14892332754276	['Salmonella', 'Borrelia']	2
GH2	10.256410256410257	0.027792638195225892	0.042958332595024636	-5.042856550364661	18.068474871195484	['Pseudomonas', 'Sodalis']	2
FGF7	66.66666666666667	6.816602401207851e-05	0.00031993250685960934	-1.877680819916644	18.01365167866214	['Pseudomonas', 'Azomonas', 'Sodalis']	3
IRF7	55.55555555555556	8.312224191666628e-07	6.262868378694854e-05	-1.2799032060665518	17.919116433880543	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
CD80	19.607843137254903	7.063493486162578e-05	0.0003303146408438209	-1.861475573465379	17.791956926570673	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
CD52	30.76923076923077	0.004065474431658546	0.006961651290429947	-3.2124679471319793	17.68535831274798	['Pseudomonas', 'Salmonella']	2
IL2RG	33.333333333333336	0.04089027228801751	0.0557043327991425	-5.5250853237999	17.662941316395887	['Salmonella']	1
FAU	75.0	5.146542064242484e-05	0.000270140942637381	-1.779791804590061	17.57473290049529	['Pseudomonas', 'Salmonella', 'Azomonas']	3
SOS1	28.571428571428573	0.046571080152056916	0.06098819661460814	-5.728514901101132	17.56806931103183	['Sodalis']	1
IRF8	53.333333333333336	1.0106452106762422e-05	0.00013128179201309572	-1.5272803091104212	17.56729206907666	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
DEFA1	28.571428571428573	0.046571080152056916	0.06098819661460814	-5.670701915786669	17.390769862463245	['Salmonella']	1
CD207	100.0	1.3636105334638875e-06	6.262868378694854e-05	-1.2818265082071736	17.311547129613544	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CDK9	80.0	0.0008479178507379393	0.002125579641421033	-2.429228267753972	17.181267875077598	['Salmonella', 'Sodalis']	2
DPT	35.294117647058826	0.00033503303090346744	0.0009904654660732393	-2.1371885765228344	17.10024727249298	['Pseudomonas', 'Salmonella', 'Azomonas']	3
HFE	50.0	1.2534712086047138e-05	0.00014392535484514837	-1.5105764661312608	17.04988985938009	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CSTA	66.66666666666667	0.0011246172397418454	0.002568841510316187	-2.4752937179617263	16.80801795483797	['Salmonella', 'Sodalis']	2
FGFR2	66.66666666666667	0.0011246172397418454	0.002568841510316187	-2.4269001774587253	16.47941069026558	['Salmonella', 'Sodalis']	2
H2AFX	75.0	5.146542064242484e-05	0.000270140942637381	-1.6608212064224643	16.399945781903487	['Pseudomonas', 'Salmonella', 'Azomonas']	3
EFS	22.22222222222222	0.007167966160847562	0.011522505603562456	-3.3187365342353528	16.38836347389634	['Salmonella', 'Sodalis']	2
CD69	18.867924528301888	8.328438653376887e-05	0.0003760997606651518	-1.7403706964206136	16.347736109450835	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
CEBPA	40.0	0.0025958023440091583	0.004789385673451618	-2.738589148063907	16.30517534911183	['Pseudomonas', 'Azomonas']	2
MAPT	114.28571428571429	9.162729432053078e-07	6.262868378694854e-05	-1.172516807166659	16.301444354242193	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
SDHA	13.043478260869565	0.004489395547764496	0.007677343981948328	-2.991028806313645	16.169613017637005	['Pseudomonas', 'Salmonella', 'Sodalis']	3
IRF3	37.03703703703704	4.592031336980959e-06	9.188083589792573e-05	-1.283944646342225	15.781205125715543	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
GALM	44.44444444444444	0.0021745296240096457	0.004142881624409488	-2.5689392498166312	15.75001986101064	['Salmonella', 'Sodalis']	2
TRPA1	100.0	1.3636105334638875e-06	6.262868378694854e-05	-1.149349358980415	15.522393607079888	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
APP	14.285714285714286	0.0009295098617618615	0.002303178578469661	-2.193348385763754	15.311442968307187	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
BMP7	75.0	5.146542064242484e-05	0.000270140942637381	-1.5307651763260384	15.115694452535259	['Pseudomonas', 'Salmonella', 'Sodalis']	3
DDX58	44.44444444444444	0.0021745296240096457	0.004142881624409488	-2.4560380006488356	15.057828748724656	['Salmonella', 'Sodalis']	2
HDAC6	37.5	0.00028665828308085435	0.0008714953948982947	-1.8445433150237265	15.046345072125774	['Pseudomonas', 'Salmonella', 'Azomonas']	3
ALB	47.61904761904762	1.5820430333918245e-06	6.56292690626415e-05	-1.111231299495765	14.842486983764047	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
GSTP1	75.0	5.146542064242484e-05	0.000270140942637381	-1.4825698035808557	14.639784404600471	['Pseudomonas', 'Azomonas', 'Sodalis']	3
ICAM1	17.54385964912281	0.00011364690297560851	0.00043888864032021787	-1.6034752580589708	14.563426547077617	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
TIMP1	27.272727272727273	0.0006541441565559577	0.0017822656468876304	-1.982726094245482	14.537710181057333	['Pseudomonas', 'Azomonas', 'Sodalis']	3
CCR2	29.41176470588235	1.2343682645806458e-05	0.00014392535484514837	-1.283889750562437	14.51099206019588	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
TLR10	35.294117647058826	0.00033503303090346744	0.0009904654660732393	-1.7986643971585519	14.391620042103538	['Pseudomonas', 'Azomonas', 'Sodalis']	3
KLF6	120.0	1.7819683726220423e-05	0.00016189636100199696	-1.3109878378736843	14.335923229985447	['Pseudomonas', 'Salmonella', 'Azomonas']	3
C3	27.77777777777778	1.5787035139885813e-05	0.00016189636100199696	-1.2932900532862541	14.299030641985711	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
CCL1	42.857142857142854	0.00020383374630290793	0.0006755932931586072	-1.667619285102033	14.171771990060519	['Salmonella', 'Borrelia', 'Sodalis']	3
RIPK1	46.15384615384615	0.00016897549470026185	0.000582580391915648	-1.6278057224216564	14.138724712666981	['Salmonella', 'Borrelia', 'Sodalis']	3
RPS3	57.142857142857146	8.041455287458857e-06	0.00012166248823143636	-1.2050215922765914	14.135988381574371	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CYP11A1	100.0	1.3636105334638875e-06	6.262868378694854e-05	-1.0435872769683694	14.094037073996192	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
AGER	57.142857142857146	0.0014383502184264667	0.003077734410809378	-2.151263796053872	14.07842639132315	['Salmonella', 'Azomonas']	2
IL11	40.0	0.00024299220450599773	0.0007677837223457325	-1.6853385964354646	14.026198776649476	['Pseudomonas', 'Azomonas', 'Sodalis']	3
SMAD2	27.586206896551722	9.571517153130281e-05	0.0003983485779587554	-1.511639948619156	13.988918251056033	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
IGFBP3	36.36363636363637	0.003051761030059712	0.005504298295451317	-2.4022639566960575	13.914000443141749	['Salmonella', 'Sodalis']	2
BRCA2	42.857142857142854	0.00020383374630290793	0.0006755932931586072	-1.6125400478492442	13.70369729297208	['Pseudomonas', 'Azomonas', 'Sodalis']	3
CDK4	40.0	2.6647209880969786e-05	0.00018423823605874808	-1.2873551842199142	13.559488294274695	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CREB1	47.05882352941177	1.5363644707252575e-05	0.00016189636100199696	-1.2220074557834315	13.544127668142407	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
RAB5A	80.0	2.7144354936520054e-06	7.609162513856337e-05	-1.053256278517111	13.499508357451036	['Pseudomonas', 'Azomonas', 'Sodalis', 'Borrelia']	4
DUOX1	66.66666666666667	3.9341218962358404e-07	6.262868378694854e-05	-0.9114545237789508	13.44250314106022	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
HAL	57.142857142857146	0.0014383502184264667	0.003077734410809378	-2.051586902853131	13.426115035358105	['Pseudomonas', 'Azomonas']	2
RALA	88.88888888888889	1.954201615298398e-06	6.613429677036158e-05	-1.0063393773448814	13.22886329650283	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
WT1	33.333333333333336	0.04089027228801751	0.0557043327991425	-4.127819595938405	13.19607409023419	['Sodalis']	1
CD6	44.44444444444444	0.0021745296240096457	0.004142881624409488	-2.1480539993955996	13.16959642211038	['Salmonella', 'Sodalis']	2
